,time_elapsed,rt,subject,concept_group,filename,evalAttrUncs,img_id
90,592196.0,8874.099999999977,52qodu06a8plmy8,wing pattern,137.Cliff_Swallow/Cliff_Swallow_0052_133055.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 70}]",8029
92,602147.0,9946.5,52qodu06a8plmy8,upperparts color,137.Cliff_Swallow/Cliff_Swallow_0052_133055.jpg,"[{'label': 'Buff', 'x': 0, 'y': 66}]",8029
94,615206.0,13053.800000000048,52qodu06a8plmy8,breast color,137.Cliff_Swallow/Cliff_Swallow_0052_133055.jpg,"[{'label': 'Buff', 'x': 0, 'y': 50}, {'label': 'White', 'x': 1, 'y': 66}]",8029
96,623768.0,8558.800000000047,52qodu06a8plmy8,tail pattern,137.Cliff_Swallow/Cliff_Swallow_0052_133055.jpg,"[{'label': 'Solid', 'x': 0, 'y': 75}]",8029
98,634612.0,10839.0,52qodu06a8plmy8,back color,137.Cliff_Swallow/Cliff_Swallow_0052_133055.jpg,"[{'label': 'Black', 'x': 0, 'y': 76}]",8029
100,643416.0,8801.0,52qodu06a8plmy8,crown color,137.Cliff_Swallow/Cliff_Swallow_0052_133055.jpg,"[{'label': 'Black', 'x': 0, 'y': 80}]",8029
102,655893.0,12472.5,52qodu06a8plmy8,belly pattern,137.Cliff_Swallow/Cliff_Swallow_0052_133055.jpg,"[{'label': 'Solid', 'x': 0, 'y': 32}]",8029
104,666222.0,10324.400000000023,52qodu06a8plmy8,leg color,137.Cliff_Swallow/Cliff_Swallow_0052_133055.jpg,"[{'label': 'Black', 'x': 0, 'y': 34}]",8029
106,676125.0,9899.899999999909,52qodu06a8plmy8,back pattern,137.Cliff_Swallow/Cliff_Swallow_0052_133055.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 84}]",8029
108,686644.0,10514.300000000048,52qodu06a8plmy8,shape,137.Cliff_Swallow/Cliff_Swallow_0052_133055.jpg,"[{'label': 'Chicken-like-marsh', 'x': 0, 'y': 72}]",8029
110,695168.0,8519.900000000023,52qodu06a8plmy8,belly color,137.Cliff_Swallow/Cliff_Swallow_0052_133055.jpg,"[{'label': 'White', 'x': 0, 'y': 98}]",8029
112,703706.0,8532.400000000023,52qodu06a8plmy8,tail shape,137.Cliff_Swallow/Cliff_Swallow_0052_133055.jpg,"[{'label': 'Pointed tail', 'x': 0, 'y': 83}]",8029
114,713007.0,9295.599999999977,52qodu06a8plmy8,forehead color,137.Cliff_Swallow/Cliff_Swallow_0052_133055.jpg,"[{'label': 'Black', 'x': 0, 'y': 79}]",8029
116,722368.0,9356.699999999952,52qodu06a8plmy8,breast pattern,137.Cliff_Swallow/Cliff_Swallow_0052_133055.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 82}]",8029
6,140157.0,16861.899999976158,8c9xe1yj1rdpqlb,tail shape,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Fan-shaped tail', 'x': 0, 'y': 50}, {'label': 'Forked tail', 'x': 1, 'y': 50}, {'label': 'Notched tail', 'x': 2, 'y': 50}, {'label': 'Pointed tail', 'x': 3, 'y': 50}, {'label': 'Rounded tail', 'x': 4, 'y': 50}, {'label': 'Squared tail', 'x': 5, 'y': 50}]",2242
8,177160.0,36999.20000004768,8c9xe1yj1rdpqlb,wing color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Brown', 'x': 0, 'y': 70}, {'label': 'Grey', 'x': 1, 'y': 83}, {'label': 'Olive', 'x': 2, 'y': 100}, {'label': 'White', 'x': 3, 'y': 100}]",2242
10,192277.0,15114.899999976158,8c9xe1yj1rdpqlb,primary color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Olive', 'x': 0, 'y': 95}, {'label': 'White', 'x': 1, 'y': 60}]",2242
12,205789.0,13509.599999904633,8c9xe1yj1rdpqlb,wing shape,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Pointed-wings', 'x': 0, 'y': 77}, {'label': 'Tapered-wings', 'x': 1, 'y': 65}]",2242
14,232807.0,27015.599999904636,8c9xe1yj1rdpqlb,tail pattern,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 95}, {'label': 'Solid', 'x': 1, 'y': 8}, {'label': 'Spotted', 'x': 2, 'y': 11}, {'label': 'Striped', 'x': 3, 'y': 0}]",2242
16,274225.0,41414.59999990463,8c9xe1yj1rdpqlb,leg color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Black', 'x': 0, 'y': 80}, {'label': 'Brown', 'x': 1, 'y': 76}, {'label': 'Buff', 'x': 2, 'y': 60}, {'label': 'Olive', 'x': 3, 'y': 70}, {'label': 'Pink', 'x': 4, 'y': 8}, {'label': 'Red', 'x': 5, 'y': 2}, {'label': 'Rufous', 'x': 6, 'y': 75}, {'label': 'White', 'x': 7, 'y': 3}, {'label': 'Yellow', 'x': 8, 'y': 9}]",2242
18,298883.0,24654.80000007153,8c9xe1yj1rdpqlb,breast color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Grey', 'x': 0, 'y': 31}, {'label': 'Olive', 'x': 1, 'y': 95}, {'label': 'White', 'x': 2, 'y': 100}]",2242
20,315448.0,16562.899999976158,8c9xe1yj1rdpqlb,breast pattern,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 100}]",2242
22,348069.0,32619.699999928474,8c9xe1yj1rdpqlb,bill shape,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'All-purpose', 'x': 0, 'y': 80}, {'label': 'Dagger', 'x': 1, 'y': 97}]",2242
24,373007.0,24935.700000047684,8c9xe1yj1rdpqlb,nape color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Olive', 'x': 0, 'y': 100}, {'label': 'White', 'x': 1, 'y': 100}]",2242
26,382800.0,9790.0,8c9xe1yj1rdpqlb,eye color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Black', 'x': 0, 'y': 100}]",2242
28,406185.0,23383.10000002384,8c9xe1yj1rdpqlb,wing pattern,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 100}]",2242
30,423831.0,17643.700000047684,8c9xe1yj1rdpqlb,crown color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Brown', 'x': 0, 'y': 83}, {'label': 'Grey', 'x': 1, 'y': 87}, {'label': 'Olive', 'x': 2, 'y': 98}]",2242
32,1009423.0,585589.2000000477,8c9xe1yj1rdpqlb,shape,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Perching-like', 'x': 0, 'y': 70}, {'label': 'Swallow-like', 'x': 1, 'y': 95}]",2242
34,1025327.0,15901.599999904633,8c9xe1yj1rdpqlb,forehead color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Brown', 'x': 0, 'y': 86}, {'label': 'Olive', 'x': 1, 'y': 90}, {'label': 'Rufous', 'x': 2, 'y': 79}]",2242
36,1052954.0,27623.60000002384,8c9xe1yj1rdpqlb,under tail color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Brown', 'x': 0, 'y': 63}, {'label': 'Buff', 'x': 1, 'y': 57}, {'label': 'Grey', 'x': 2, 'y': 67}, {'label': 'Olive', 'x': 3, 'y': 89}, {'label': 'White', 'x': 4, 'y': 95}]",2242
38,1071429.0,18473.0,8c9xe1yj1rdpqlb,back color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Grey', 'x': 0, 'y': 89}, {'label': 'Olive', 'x': 1, 'y': 86}, {'label': 'White', 'x': 2, 'y': 86}]",2242
40,1086017.0,14585.799999952316,8c9xe1yj1rdpqlb,bill length,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Shorter than head', 'x': 0, 'y': 100}]",2242
42,1107319.0,21299.39999997616,8c9xe1yj1rdpqlb,belly color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Grey', 'x': 0, 'y': 46}, {'label': 'Olive', 'x': 1, 'y': 100}, {'label': 'White', 'x': 2, 'y': 100}]",2242
44,1124108.0,16787.299999952316,8c9xe1yj1rdpqlb,bill color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Brown', 'x': 0, 'y': 73}, {'label': 'Buff', 'x': 1, 'y': 77}, {'label': 'Rufous', 'x': 2, 'y': 83}]",2242
46,1152861.0,28749.700000047684,8c9xe1yj1rdpqlb,back pattern,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 92}, {'label': 'Solid', 'x': 1, 'y': 6}, {'label': 'Spotted', 'x': 2, 'y': 81}]",2242
48,1170078.0,17215.399999976158,8c9xe1yj1rdpqlb,upper tail color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Brown', 'x': 0, 'y': 40}, {'label': 'Olive', 'x': 1, 'y': 80}, {'label': 'White', 'x': 2, 'y': 80}]",2242
50,1182234.0,12153.700000047684,8c9xe1yj1rdpqlb,size,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Very small (3 - 5 in)', 'x': 0, 'y': 20}, {'label': 'Small (5 - 9 in)', 'x': 1, 'y': 94}]",2242
52,1424821.0,242584.89999997616,8c9xe1yj1rdpqlb,throat color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'White', 'x': 0, 'y': 100}]",2242
54,1562430.0,137606.79999995232,8c9xe1yj1rdpqlb,head pattern,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Eyeline', 'x': 0, 'y': 50}, {'label': 'Plain', 'x': 1, 'y': 50}]",2242
56,1576596.0,14163.199999928474,8c9xe1yj1rdpqlb,upperparts color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Grey', 'x': 0, 'y': 30}, {'label': 'Olive', 'x': 1, 'y': 88}, {'label': 'White', 'x': 2, 'y': 75}]",2242
58,1592102.0,15503.699999928474,8c9xe1yj1rdpqlb,belly pattern,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 100}, {'label': 'Spotted', 'x': 1, 'y': 37}]",2242
60,1607100.0,14995.199999928474,8c9xe1yj1rdpqlb,underparts color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0026_30525.jpg,"[{'label': 'Grey', 'x': 0, 'y': 43}, {'label': 'Olive', 'x': 1, 'y': 95}, {'label': 'White', 'x': 2, 'y': 92}]",2242
62,1636384.0,29281.89999997616,8c9xe1yj1rdpqlb,shape,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Perching-like', 'x': 0, 'y': 77}, {'label': 'Swallow-like', 'x': 1, 'y': 72}, {'label': 'Tree-clinging-like', 'x': 2, 'y': 71}]",2276
64,1650034.0,13647.299999952316,8c9xe1yj1rdpqlb,forehead color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Buff', 'x': 0, 'y': 85}, {'label': 'Grey', 'x': 1, 'y': 77}]",2276
66,1659408.0,9371.700000047684,8c9xe1yj1rdpqlb,eye color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Black', 'x': 0, 'y': 100}]",2276
68,1675276.0,15865.700000047684,8c9xe1yj1rdpqlb,crown color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Buff', 'x': 0, 'y': 94}, {'label': 'Grey', 'x': 1, 'y': 81}, {'label': 'White', 'x': 2, 'y': 24}]",2276
70,1689280.0,14002.100000023842,8c9xe1yj1rdpqlb,wing shape,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Long-wings', 'x': 0, 'y': 42}, {'label': 'Pointed-wings', 'x': 1, 'y': 93}]",2276
72,1696540.0,7255.400000095367,8c9xe1yj1rdpqlb,leg color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Black', 'x': 0, 'y': 100}]",2276
74,1715176.0,18633.39999997616,8c9xe1yj1rdpqlb,upperparts color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Buff', 'x': 0, 'y': 77}, {'label': 'Grey', 'x': 1, 'y': 85}, {'label': 'Olive', 'x': 2, 'y': 70}, {'label': 'White', 'x': 3, 'y': 94}]",2276
76,1734612.0,19433.60000002384,8c9xe1yj1rdpqlb,head pattern,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Capped', 'x': 0, 'y': 73}, {'label': 'Eyebrow', 'x': 1, 'y': 65}]",2276
78,1747722.0,13107.700000047684,8c9xe1yj1rdpqlb,back color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Brown', 'x': 0, 'y': 77}, {'label': 'Buff', 'x': 1, 'y': 73}, {'label': 'Olive', 'x': 2, 'y': 22}]",2276
80,1756680.0,8955.799999952316,8c9xe1yj1rdpqlb,bill length,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Shorter than head', 'x': 0, 'y': 100}]",2276
82,1795381.0,38699.69999992848,8c9xe1yj1rdpqlb,tail pattern,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 100}]",2276
84,1810521.0,15137.699999928474,8c9xe1yj1rdpqlb,size,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Very small (3 - 5 in)', 'x': 0, 'y': 39}, {'label': 'Small (5 - 9 in)', 'x': 1, 'y': 76}]",2276
86,1825785.0,15261.600000023842,8c9xe1yj1rdpqlb,upper tail color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Brown', 'x': 0, 'y': 67}, {'label': 'Buff', 'x': 1, 'y': 64}, {'label': 'Grey', 'x': 2, 'y': 89}, {'label': 'Olive', 'x': 3, 'y': 27}, {'label': 'White', 'x': 4, 'y': 60}]",2276
88,1841937.0,16149.5,8c9xe1yj1rdpqlb,under tail color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Brown', 'x': 0, 'y': 90}, {'label': 'Olive', 'x': 1, 'y': 82}, {'label': 'White', 'x': 2, 'y': 82}]",2276
90,1854825.0,12885.800000071526,8c9xe1yj1rdpqlb,wing pattern,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Solid', 'x': 0, 'y': 88}]",2276
92,1869381.0,14553.899999976158,8c9xe1yj1rdpqlb,breast color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Olive', 'x': 0, 'y': 66}, {'label': 'White', 'x': 1, 'y': 75}]",2276
94,1882057.0,12673.700000047684,8c9xe1yj1rdpqlb,tail shape,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Fan-shaped tail', 'x': 0, 'y': 100}]",2276
96,1895403.0,13342.699999928474,8c9xe1yj1rdpqlb,bill shape,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'All-purpose', 'x': 0, 'y': 83}, {'label': 'Dagger', 'x': 1, 'y': 86}]",2276
98,1905589.0,10183.399999976158,8c9xe1yj1rdpqlb,throat color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Olive', 'x': 0, 'y': 91}, {'label': 'White', 'x': 1, 'y': 90}]",2276
100,1915953.0,10361.799999952316,8c9xe1yj1rdpqlb,breast pattern,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 99}]",2276
102,1939357.0,23401.79999995232,8c9xe1yj1rdpqlb,underparts color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Buff', 'x': 0, 'y': 77}, {'label': 'Grey', 'x': 1, 'y': 80}, {'label': 'Olive', 'x': 2, 'y': 93}, {'label': 'White', 'x': 3, 'y': 100}]",2276
104,1952705.0,13345.200000047684,8c9xe1yj1rdpqlb,wing color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Brown', 'x': 0, 'y': 79}, {'label': 'Buff', 'x': 1, 'y': 76}, {'label': 'Olive', 'x': 2, 'y': 66}, {'label': 'Rufous', 'x': 3, 'y': 90}]",2276
106,1970265.0,17557.699999928474,8c9xe1yj1rdpqlb,nape color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Brown', 'x': 0, 'y': 70}, {'label': 'Buff', 'x': 1, 'y': 34}, {'label': 'Grey', 'x': 2, 'y': 13}, {'label': 'Olive', 'x': 3, 'y': 28}, {'label': 'Rufous', 'x': 4, 'y': 90}]",2276
108,1984176.0,13908.300000071526,8c9xe1yj1rdpqlb,back pattern,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 75}, {'label': 'Solid', 'x': 1, 'y': 25}, {'label': 'Spotted', 'x': 2, 'y': 32}]",2276
110,2006200.0,22020.60000002384,8c9xe1yj1rdpqlb,primary color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Buff', 'x': 0, 'y': 32}, {'label': 'Olive', 'x': 1, 'y': 61}, {'label': 'Rufous', 'x': 2, 'y': 70}]",2276
112,2015518.0,9315.699999928474,8c9xe1yj1rdpqlb,belly pattern,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 96}]",2276
114,2031772.0,16251.5,8c9xe1yj1rdpqlb,belly color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Buff', 'x': 0, 'y': 64}, {'label': 'Olive', 'x': 1, 'y': 94}, {'label': 'White', 'x': 2, 'y': 97}]",2276
116,2047704.0,15929.600000023842,8c9xe1yj1rdpqlb,bill color,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0042_796886.jpg,"[{'label': 'Brown', 'x': 0, 'y': 69}, {'label': 'Buff', 'x': 1, 'y': 74}, {'label': 'Orange', 'x': 2, 'y': 64}, {'label': 'Rufous', 'x': 3, 'y': 62}]",2276
6,199399.0,52613.50000000047,34nzse9l7aw0q24,bill length,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'About the same as head', 'x': 0, 'y': 40}, {'label': 'Longer than head', 'x': 1, 'y': 25}, {'label': 'Shorter than head', 'x': 2, 'y': 60}]",11648
8,271857.0,72455.0,34nzse9l7aw0q24,upper tail color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Black', 'x': 0, 'y': 5}, {'label': 'Brown', 'x': 1, 'y': 75}, {'label': 'Buff', 'x': 2, 'y': 60}, {'label': 'Rufous', 'x': 3, 'y': 75}, {'label': 'Yellow', 'x': 4, 'y': 10}]",11648
10,306634.0,34775.0,34nzse9l7aw0q24,eye color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Black', 'x': 0, 'y': 90}, {'label': 'Brown', 'x': 1, 'y': 75}]",11648
12,353956.0,47319.79999999981,34nzse9l7aw0q24,throat color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Black', 'x': 0, 'y': 10}, {'label': 'Brown', 'x': 1, 'y': 75}, {'label': 'Buff', 'x': 2, 'y': 50}, {'label': 'Rufous', 'x': 3, 'y': 75}, {'label': 'Yellow', 'x': 4, 'y': 5}]",11648
14,408695.0,54735.0,34nzse9l7aw0q24,under tail color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Black', 'x': 0, 'y': 10}, {'label': 'Brown', 'x': 1, 'y': 75}, {'label': 'Buff', 'x': 2, 'y': 60}, {'label': 'Rufous', 'x': 3, 'y': 75}]",11648
16,435770.0,27073.099999999627,34nzse9l7aw0q24,back color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Brown', 'x': 0, 'y': 75}, {'label': 'Buff', 'x': 1, 'y': 75}, {'label': 'Rufous', 'x': 2, 'y': 75}]",11648
18,458779.0,23006.89999999944,34nzse9l7aw0q24,upperparts color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Brown', 'x': 0, 'y': 75}, {'label': 'Buff', 'x': 1, 'y': 75}, {'label': 'Rufous', 'x': 2, 'y': 75}]",11648
20,493603.0,34821.89999999944,34nzse9l7aw0q24,breast color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Buff', 'x': 0, 'y': 90}, {'label': 'Rufous', 'x': 1, 'y': 25}, {'label': 'White', 'x': 2, 'y': 50}, {'label': 'Yellow', 'x': 3, 'y': 40}]",11648
22,527713.0,34107.199999999255,34nzse9l7aw0q24,size,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Very small (3 - 5 in)', 'x': 0, 'y': 70}, {'label': 'Small (5 - 9 in)', 'x': 1, 'y': 30}]",11648
24,552344.0,24637.099999999627,34nzse9l7aw0q24,breast pattern,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 90}, {'label': 'Spotted', 'x': 1, 'y': 50}, {'label': 'Striped', 'x': 2, 'y': 60}]",11648
26,614657.0,62302.0,34nzse9l7aw0q24,forehead color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Brown', 'x': 0, 'y': 75}, {'label': 'Buff', 'x': 1, 'y': 50}, {'label': 'Rufous', 'x': 2, 'y': 75}]",11648
28,638863.0,24203.299999999814,34nzse9l7aw0q24,nape color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Brown', 'x': 0, 'y': 60}, {'label': 'Buff', 'x': 1, 'y': 75}, {'label': 'Rufous', 'x': 2, 'y': 70}]",11648
30,680663.0,41798.0,34nzse9l7aw0q24,tail shape,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Fan-shaped tail', 'x': 0, 'y': 20}, {'label': 'Forked tail', 'x': 1, 'y': 10}, {'label': 'Pointed tail', 'x': 2, 'y': 74}, {'label': 'Squared tail', 'x': 3, 'y': 50}]",11648
32,717873.0,37207.0,34nzse9l7aw0q24,bill shape,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Curved (up or down)', 'x': 0, 'y': 40}, {'label': 'Needle', 'x': 1, 'y': 74}]",11648
34,740342.0,22468.0,34nzse9l7aw0q24,belly color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Buff', 'x': 0, 'y': 90}, {'label': 'White', 'x': 1, 'y': 60}]",11648
36,763806.0,23461.799999999814,34nzse9l7aw0q24,belly pattern,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Solid', 'x': 0, 'y': 100}, {'label': 'Spotted', 'x': 1, 'y': 10}]",11648
38,791270.0,27462.0,34nzse9l7aw0q24,primary color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Brown', 'x': 0, 'y': 74}, {'label': 'Buff', 'x': 1, 'y': 50}, {'label': 'Rufous', 'x': 2, 'y': 75}]",11648
40,815320.0,24047.799999999814,34nzse9l7aw0q24,underparts color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Buff', 'x': 0, 'y': 90}, {'label': 'Rufous', 'x': 1, 'y': 25}, {'label': 'White', 'x': 2, 'y': 60}]",11648
42,837202.0,21879.299999999814,34nzse9l7aw0q24,wing color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Brown', 'x': 0, 'y': 75}, {'label': 'Buff', 'x': 1, 'y': 40}, {'label': 'Rufous', 'x': 2, 'y': 75}]",11648
44,852996.0,15791.799999999814,34nzse9l7aw0q24,wing shape,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Pointed-wings', 'x': 0, 'y': 70}, {'label': 'Tapered-wings', 'x': 1, 'y': 50}]",11648
46,872434.0,19436.200000000183,34nzse9l7aw0q24,crown color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Brown', 'x': 0, 'y': 75}, {'label': 'Buff', 'x': 1, 'y': 60}, {'label': 'Rufous', 'x': 2, 'y': 75}]",11648
48,888112.0,15676.099999999627,34nzse9l7aw0q24,leg color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Black', 'x': 0, 'y': 90}, {'label': 'Brown', 'x': 1, 'y': 75}]",11648
50,909708.0,21593.799999999814,34nzse9l7aw0q24,bill color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Brown', 'x': 0, 'y': 75}, {'label': 'Buff', 'x': 1, 'y': 40}, {'label': 'Rufous', 'x': 2, 'y': 75}]",11648
52,934436.0,24725.700000000183,34nzse9l7aw0q24,tail pattern,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 90}, {'label': 'Spotted', 'x': 1, 'y': 50}, {'label': 'Striped', 'x': 2, 'y': 74}]",11648
54,966082.0,31643.300000000745,34nzse9l7aw0q24,head pattern,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Eyeline', 'x': 0, 'y': 40}, {'label': 'Plain', 'x': 1, 'y': 74}, {'label': 'Striped', 'x': 2, 'y': 60}]",11648
56,994242.0,28157.300000000745,34nzse9l7aw0q24,shape,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Hummingbird-like', 'x': 0, 'y': 75}, {'label': 'Swallow-like', 'x': 1, 'y': 50}]",11648
58,1015063.0,20819.799999999814,34nzse9l7aw0q24,back pattern,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 90}, {'label': 'Spotted', 'x': 1, 'y': 39}, {'label': 'Striped', 'x': 2, 'y': 74}]",11648
60,1035493.0,20428.0,34nzse9l7aw0q24,wing pattern,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 90}, {'label': 'Spotted', 'x': 1, 'y': 40}, {'label': 'Striped', 'x': 2, 'y': 70}]",11648
62,1114995.0,79499.70000000019,34nzse9l7aw0q24,bill shape,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Cone', 'x': 0, 'y': 99}]",3076
